,title,developer,Action,Casual,Indie,Simulation,Strategy,Free to Play,RPG,Sports,Adventure,Racing,Early Access,Massively Multiplayer,Animation &amp; Modeling,Video Production,Utilities,Web Publishing,Education,Software Training,Design &amp; Illustration,Audio Production,Photo Editing,Accounting,item_id,playtime_forever,user_id,recommend,sentiment_score,posted_year
1307758,Zeno Clash 2,ACE Team,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215690,22,76561198041992677,True,2,2015
1079001,Warframe,Digital Extremes,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230410,24,76561198125859026,True,2,2014
17182,Revolution Ace,"Laser Guided Games, LLC",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,274560,35,phrostb,True,2,2014
1038009,Watch_Dogs™,Ubisoft,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,243470,1,76561198098657376,True,2,2015
944453,Sacred 2 Gold,Ascaron,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225640,2,76561198043339975,True,2,2013
300428,Amazing Adventures The Lost Tomb™,SpinTop Games,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3510,1,The_Eyepatch,True,0,2012
1182619,Portal,Valve,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,96,thir13enhand,True,0,2015
934791,Next Car Game: Wreckfest,Bugbear,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,228380,80,ApexNZ,True,2,2014
374872,Hacker Evolution,exosyphen studios,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70100,95,Namboku,True,0,2014
564255,Angry Video Game Nerd Adventures,FreakZone Games,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,237740,91,JustinQ7,True,2,2014
606975,Kingdom Rush,Ironhide Game Studio,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246420,66,76561198066611105,True,2,2014
1538338,RIFT,Trion Worlds,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,39120,1,gftdfc,True,2,2014
1485493,Cthulhu Saves the World,Zeboyd Games,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107310,14,76561198091110290,True,2,2015
867457,Mark of the Ninja,Klei Entertainment,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,214560,33,Rhysy2706,True,2,2015
127997,You Must Build A Boat,EightyEightGames,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290890,7,syates,True,0,2014
555310,Portal Stories: Mel,Prism Game Studios Ltd.,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,317400,47,BlackChimeras,True,2,2013
1315866,Double Action: Boogaloo,Double Action Factory,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317360,60,neon-potato,True,2,2014
214659,Robocraft,Freejam,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,301520,1,76561198075581042,True,0,2015
1267479,Sniper Elite V2,Rebellion,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63380,26,76561198057784617,True,2,2014
846415,Contagion,"Monochrome, Inc",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,238430,86,AnimeHex,True,2,2014
1397838,Overlord™,"Triumph Studios,Virtual Programming",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11450,70,Thumbzzy,True,0,2014
568459,Finding Teddy,Storybird,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,259600,15,FukBichesMaekMunni,True,2,2014
607889,Habitat,4gency,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299340,30,kylesimmonds,True,2,2014
1499313,Crysis 2 - Maximum Edition,Crytek Studios,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108800,97,jackson_brand,True,2,2015
667420,Out There Somewhere,MiniBoss,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,263980,11,ohhhhyeesss,True,2,2014
1230192,NEOTOKYO,STUDIO RADI-8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244630,13,76561198058904881,True,2,2014
690119,The Evil Within,Tango Gameworks,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268050,42,SkittleRage,True,2,2014
886134,Montaro,JCKSLAP,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495890,21,PinkamenaDianePyro,True,2,2014
951122,Iron Snout,SnoutUp,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424280,49,76561198028357316,False,0,2015
61253,Sanctum,Coffee Stain Studios,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91600,44,76561198039441595,False,0,2014
1221321,Who's Your Daddy,Evil Tortilla Games,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427730,53,76561198074621665,True,2,2014
683874,Gone Home,Fullbright,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,232430,21,SirTrollbuscus,True,2,2014
795309,The Ship: Single Player,Outerlight Ltd.,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2420,13,empiregames,True,2,2014
418995,NEOTOKYO,STUDIO RADI-8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244630,3,KawaiiKrillin,True,2,2013
309557,Nidhogg,Messhof,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94400,42,Slavishbear,True,2,2014
969078,CaesarIA,rdt.32,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,327640,61,companothemuslim,True,0,2014
425654,Serious Sam Classics: Revolution,"Croteam,Alligator Pit",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,227780,72,MarucTp,True,2,2015
477880,STAR WARS™ Republic Commando™,LucasArts,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,12,phokin,True,2,2014
161528,Mountain,David OReilly,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313340,7,tinbgr,True,2,2015
746416,Intergalactic Bubbles,Hellscape Games,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351490,98,EucHellscythe,True,2,2014
861534,America's Army: Proving Grounds,U.S. Army,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203290,80,23Batman05,True,2,2014
591059,Need for Speed: Shift,Slightly Mad Studios,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24870,45,tankmannz,True,2,2014
552579,Emerald City Confidential™,Wadjet Eye Games,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37260,1,ronzack,False,0,2015
816525,DYNASTY WARRIORS 8: Xtreme Legends Complete Edition / 真・三國無双７ with 猛将伝,"KOEI TECMO GAMES CO., LTD.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278080,48,the_floor,True,2,2013
1114929,Citizens of Earth,Eden Industries,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258910,37,nukem2000,True,2,2014
755911,DOOM 3,id Software,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9050,39,76561198071781219,True,0,2014
576957,Tom Clancy's Splinter Cell®,Ubisoft,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13560,1,76561198106568060,True,2,2015
1480309,Star Trek Online,Cryptic Studios,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9900,2,TombRaider102,True,2,2014
260364,The Forest,Endnight Games Ltd,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,242760,91,skyheat,False,2,2014
493082,Teleglitch: Die More Edition,Test3 Projects,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234390,4,Valkiry,True,2,2014
167543,Doom 3: BFG Edition,id Software,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208200,83,chocolate-donut-king,True,0,2014
399544,StarBreak,Crunchy Games,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,420790,11,ironhead,True,2,2015
542668,From the Depths,Brilliant Skies Ltd.,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,268650,33,Sabatonic,True,2,2015
764555,Star Conflict,Star Gem Inc.,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,212070,1,lonliecookie,True,2,2014
1108072,Peggle Extreme,"PopCap Games, Inc.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3483,66,76561198052118118,True,0,2013
1444401,The Elder Scrolls III: Morrowind® Game of the Year Edition,Bethesda Game Studios,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22320,38,ItsMyMommasRecipe,True,0,2014
526971,Noir Syndrome,Glass Knuckle Games,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,299780,87,komarexpl,True,2,2014
1441951,Tomb Raider,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,203160,1,76561198064542039,True,2,2015
1110245,One Finger Death Punch,Silver Dollar Games,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264200,71,76561198031799936,True,2,2015
248506,Prison Architect,Introversion Software,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233450,23,76561198049955631,True,2,2013
816644,Sid Meier's Civilization® V,"Firaxis Games,Aspyr (Mac, Linux)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8930,70,judgefudge101,True,2,2015
174326,Arma 2: Operation Arrowhead,Bohemia Interactive,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33930,1,dellerd,True,2,2015
98939,Star Conflict,Star Gem Inc.,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,212070,2,76561198004054009,True,2,2014
253771,The Typing of The Dead: Overkill,Modern Dream,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246580,24,killjoy149,True,0,2014
599679,DEFCON,Introversion Software,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520,68,Cynex_,True,2,2014
449424,Panzer Tactics HD,Sproing,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277630,36,cat1,True,2,2014
565323,Eternity's Child,"Luc Bernard,SilverSphereStudios",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19500,14,76561198077583455,True,2,2014
969959,TOXIKK™,Reakktor Studios,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324810,20,EclipseProduction,True,2,2014
694798,I am Bread,Bossa Studios,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,327890,81,Quarity,False,2,2013
145042,Reus,Abbey Games,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222730,56,76561198044060397,True,2,2014
667813,Descent: Road to Legend,Fantasy Flight Games,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,477200,12,blizzard_reflex,True,0,2014
239034,Foreign Legion: Multi Massacre,Sakari Indie &amp; GriN,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205550,30,76561198064484479,True,2,2014
61677,Aura Kingdom,X-Legend,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,268420,36,76561198039441595,False,0,2014
1179885,Shakes and Fidget,Playa Games GmbH,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,438040,5,utarran,True,0,2015
475952,Tropico 3,Haemimont Games,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23490,26,76561198087184037,True,2,2014
545846,Joe Danger 2: The Movie,Hello Games,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,242110,10,thekushcorner,True,2,2014
1455084,Space Pirates and Zombies,MinMax Games Ltd.,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107200,76,joaxinrisas,True,0,2014
338128,Saints Row 2,Volition,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9480,11,Baileaf,False,2,2015
565981,Thrillville®: Off the Rails™,Frontier,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6080,14,king_perish,True,2,2014
47482,STAR WARS™ Jedi Knight: Dark Forces II,LucasArts,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32380,24,Ranneko,True,2,2014
102048,Europa Universalis IV,Paradox Development Studio,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236850,93,Strider95,True,2,2014
624088,Fractured Space,Edge Case Games Ltd.,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310380,99,76561198061741370,True,2,2015
730825,Half-Life 2: Deathmatch,Valve,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,8,Hw__aN,True,2,2013
1255633,Men of War: Condemned Heroes,1C-SoftClub,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204860,31,ghoules,True,2,2014
327413,Small World 2,Days of Wonder,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235620,25,76561198077253824,True,2,2014
791752,Shad'O,Okugi Studio,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215770,57,76561198044023118,False,2,2014
279298,Goat Simulator,Coffee Stain Studios,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265930,31,TomThehTmoT,True,2,2014
965838,Divinity: Original Sin (Classic),Larian Studios,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,230230,49,KappaSJ,True,2,2014
278023,Jade Empire™: Special Edition,BioWare Corporation,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7110,11,OfficialVinyldash,True,2,2014
1286270,SMITE®,Hi-Rez Studios,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386360,8,KotaKuroGG,False,2,2014
1135622,Realm of the Mad God,Wild Shadow Studios,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,200210,25,sirmalcolm,False,0,2014
252026,Cubemen 2,3 Sprockets,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228440,79,gjgfuj,True,2,2015
911323,Fallout: A Post Nuclear Role Playing Game,Interplay Inc.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38400,40,M_D_,False,2,2015
38257,Spy Chameleon - RGB Agent,Unfinished Pixel,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297490,56,shinomegami,True,2,2014
22475,Her Story,Sam Barlow,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,368370,25,tzarius,True,2,2014
1043335,Saints Row IV,Deep Silver Volition,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,206420,78,76561198054767146,False,2,2015
312363,Team Fortress Classic,Valve,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,27,fab2cent,True,2,2013
314972,Oddworld: Abe's Oddysee®,Oddworld Inhabitants,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15700,9,loadsamoney,False,2,2014
1013212,Warface,Crytek,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,291480,11,Roronage,True,2,2015
62932,Half-Life 2: Lost Coast,Valve,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,18,76561198020928326,True,2,2014
591929,GTR 2 FIA GT Racing Game,SimBin Studios AB,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8790,1,tankmannz,True,2,2014
54272,Dead Bits,Microblast Games,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303390,80,maplemage,True,2,2013
591167,Sanctum,Coffee Stain Studios,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91600,37,tankmannz,True,2,2014
1101054,Krosmaster Arena,Ankama Studio,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329790,1,rollhack,True,2,2014
101426,Surgeon Simulator,Bossa Studios,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233720,84,briggsy195,True,2,2014
1003015,Anarchy Arcade,Elijah Newman-Gomez,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,266430,44,76561198093148567,False,2,2014
502184,Two Worlds II HD,Reality Pump Studios,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7520,93,ZachariahDEGR,True,2,2012
1343189,Screencheat,Samurai Punk,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301970,3,savageshadow,True,2,2014
1305037,Shadowrun: Dragonfall - Director's Cut,Harebrained Schemes,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,300550,40,hkdgjm,True,2,2013
886154,Koihime Enbu,"UNKNOWN GAMES,M2 Co.,LTD",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452420,49,PinkamenaDianePyro,False,2,2014
1230101,Aura Kingdom,X-Legend,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,268420,17,rozashelz,True,0,2015
116875,Volgarr the Viking,Crazy Viking Studios,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,247240,4,76561198060787863,True,2,2014
765669,Block N Load,"Jagex,Artplant",1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,299360,36,MacMan2710,True,2,2013
476227,Rock of Ages,ACE Team,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22230,49,76561198024555488,True,2,2011
858228,The Binding of Isaac,Edmund McMillen and Florian Himsl,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,113200,89,76561198083711394,True,2,2014
445512,"Warhammer® 40,000: Dawn of War® – Winter Assault",Relic Entertainment,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9310,1,PortHashbrown,False,2,2015
1043878,Bad Rats: the Rats' Revenge,Invent4 Entertainment,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34900,41,dannysfatass,True,2,2014
1544474,METAL GEAR SOLID V: GROUND ZEROES,Kojima Productions,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,311340,30,76561198067646194,True,2,2012
260012,Heroes of Scene,Icy Donut,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,356130,1,SirexPower,False,2,2015
678509,AdVenture Communist,Hyper Hippo Games,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,462930,25,ILOVEWEINERS,True,2,2014
859076,State of Decay,Undead Labs,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241540,63,76561198083753468,True,2,2014
374158,Just Cause 2,Avalanche Studios,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8190,56,eliteknightaust,True,0,2015
1027321,A Story About My Uncle,Gone North Games,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,278360,19,76561198060811426,True,2,2013
499333,Strife®,S2 Games,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339280,39,76561198077787409,False,2,2015
1145662,America's Army: Proving Grounds,U.S. Army,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203290,19,76561198037228389,True,2,2014
290830,Codename CURE,Hoobalugalar_X,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355180,11,ultrabrightgaming,False,2,2013
646183,Kung Fu Strike - The Warrior's Rise,Qooc Software,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212030,26,defox01,True,2,2015
1531395,ShootMania Storm,Nadeo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229870,28,Arct1cFox,True,2,2014
122890,The Oil Blue: Steam Legacy Edition,Vertigo Gaming Inc.,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386700,50,Delphaeus,True,2,2014
1089981,Half-Life 2: Lost Coast,Valve,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,9,Joshycraft,True,2,2014
162689,"Warhammer® 40,000: Dawn of War® - Game of the Year Edition",Relic Entertainment,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4570,9,GimmedatUnusual,True,2,2014
1393176,The Witcher: Enhanced Edition Director's Cut,CD PROJEKT RED,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20900,2,SnakeSS,True,2,2014
460891,Scrap Mechanic,Axolot Games,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,387990,96,max_banana23,True,0,2015
448994,Ricochet,Valve,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,10,henryle,True,2,2014
325720,Call of Duty® 4: Modern Warfare®,"Infinity Ward,Aspyr (Mac)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7940,32,KentuckyFriedSpy,True,2,2014
873388,Warframe,Digital Extremes,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230410,90,76561198050590067,True,0,2014
1177767,Modular Combat,Ascension Entertainment LLC,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349480,10,76561198044521862,True,2,2014
368118,Steel &amp; Steam: Episode 1,Red Meat Games,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310450,7,76561198052054864,False,0,2014
52128,Carmageddon 2: Carpocalypse Now,Stainless Games Ltd,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,282030,67,420fedora,True,0,2013
308837,Assassin’s Creed® Brotherhood,Ubisoft Montreal,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,48190,19,maddoxx789,True,2,2012
616356,Worms Clan Wars,Team17 Digital Ltd,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233840,54,76561197979086508,True,2,2014
1285207,Teleglitch: Die More Edition,Test3 Projects,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234390,14,76561198055579125,True,2,2015
694896,Anomaly 2,11 bit studios,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236730,45,Quarity,True,2,2013
352410,Napoleon: Total War™,"The Creative Assembly,Feral Interactive (Mac)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34030,93,canepa98,False,2,2015
827375,Mount &amp; Blade: With Fire &amp; Sword,TaleWorlds Entertainment,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48720,1,gonzomeister,True,2,2014
1564074,Strike.is: The Game,Freakinware Limited,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,502550,6,LukasYip,False,2,2015
1124319,Trove,Trion Worlds,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,304050,2,DerPlays,True,2,2015
1342665,Bridge Constructor,ClockStone,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250460,50,BANIIIIIIIIK,True,2,2014
965458,Heroes of Might &amp; Magic V,Nival,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15170,12,Justmatel,True,2,2014
1538478,Vampire: The Masquerade - Bloodlines,Troika Games,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2600,57,gftdfc,True,2,2014
1059971,Portal,Valve,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,100,76561198071534186,True,2,2014
55491,Worms Revolution,Team17 Digital Ltd,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200170,92,Posiblydead,True,2,2014
1139553,Counter-Strike Nexon: Zombies,Nexon,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,273110,4,76561198060425303,True,2,2015
389920,Life is Strange - Episode 1,"DONTNOD Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,319630,12,76561198010436866,False,0,2014
745725,Knights of Pen and Paper +1 Edition,Behold Studios,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231740,86,EucHellscythe,True,2,2014
575611,Left 4 Dead,Valve,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,82,jayacheal,True,2,2013
804113,Defence Alliance 2,Defence Alliance Team,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35420,5,terrainer,False,2,2015
1590588,Transformice,Atelier 801,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,335240,6,mainul,True,2,2014
83265,The Showdown Effect,Arrowhead Game Studios,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204080,15,idonothack,True,2,2013
